gnl|RZaadb|1006|WP_011428143.1	WP_011428143.1	gnl|RZaadb|1006
gnl|RZaadb|5074|WP_016737220.1	WP_016737220.1	gnl|RZaadb|5074
gnl|RZaadb|5078|WP_016737226.1	WP_016737226.1	gnl|RZaadb|5078
gnl|RZaadb|5079|WP_016737227.1	WP_016737227.1	gnl|RZaadb|5079
gnl|RZaadb|5080|WP_016737228.1	WP_016737228.1	gnl|RZaadb|5080
gnl|RZaadb|5085|WP_016737236.1	WP_016737236.1	gnl|RZaadb|5085
gnl|RZaadb|5086|WP_016737238.1	WP_016737238.1	gnl|RZaadb|5086
gnl|RZaadb|5087|WP_016737239.1	WP_016737239.1	gnl|RZaadb|5087
gnl|RZaadb|5098|WP_016737257.1	WP_016737257.1	gnl|RZaadb|5098
gnl|RZaadb|50|WP_003578670.1	WP_003578670.1	gnl|RZaadb|50
gnl|RZaadb|5100|WP_016737260.1	WP_016737260.1	gnl|RZaadb|5100
gnl|RZaadb|5107|WP_016737270.1	WP_016737270.1	gnl|RZaadb|5107
gnl|RZaadb|5114|WP_016737281.1	WP_016737281.1	gnl|RZaadb|5114
gnl|RZaadb|5118|WP_016737286.1	WP_016737286.1	gnl|RZaadb|5118
gnl|RZaadb|5125|WP_016737293.1	WP_016737293.1	gnl|RZaadb|5125
gnl|RZaadb|5126|WP_016737294.1	WP_016737294.1	gnl|RZaadb|5126
gnl|RZaadb|5128|WP_016737298.1	WP_016737298.1	gnl|RZaadb|5128
gnl|RZaadb|5131|WP_016737301.1	WP_016737301.1	gnl|RZaadb|5131
gnl|RZaadb|5132|WP_016737302.1	WP_016737302.1	gnl|RZaadb|5132
gnl|RZaadb|5133|WP_016737303.1	WP_016737303.1	gnl|RZaadb|5133
gnl|RZaadb|5135|WP_016737306.1	WP_016737306.1	gnl|RZaadb|5135
gnl|RZaadb|5136|WP_016737308.1	WP_016737308.1	gnl|RZaadb|5136
gnl|RZaadb|5138|WP_016737310.1	WP_016737310.1	gnl|RZaadb|5138
gnl|RZaadb|5144|WP_016737317.1	WP_016737317.1	gnl|RZaadb|5144
gnl|RZaadb|5154|WP_016737329.1	WP_016737329.1	gnl|RZaadb|5154
gnl|RZaadb|5155|WP_016737330.1	WP_016737330.1	gnl|RZaadb|5155
gnl|RZaadb|5156|WP_016737331.1	WP_016737331.1	gnl|RZaadb|5156
gnl|RZaadb|5157|WP_016737332.1	WP_016737332.1	gnl|RZaadb|5157
gnl|RZaadb|5158|WP_016737333.1	WP_016737333.1	gnl|RZaadb|5158
gnl|RZaadb|5159|WP_016737335.1	WP_016737335.1	gnl|RZaadb|5159
gnl|RZaadb|515|WP_004677801.1	WP_004677801.1	gnl|RZaadb|515
gnl|RZaadb|5177|WP_016737368.1	WP_016737368.1	gnl|RZaadb|5177
gnl|RZaadb|5188|WP_016737390.1	WP_016737390.1	gnl|RZaadb|5188
gnl|RZaadb|5201|WP_016737424.1	WP_016737424.1	gnl|RZaadb|5201
gnl|RZaadb|5204|WP_016737428.1	WP_016737428.1	gnl|RZaadb|5204
gnl|RZaadb|5207|WP_016737431.1	WP_016737431.1	gnl|RZaadb|5207
gnl|RZaadb|5209|WP_016737433.1	WP_016737433.1	gnl|RZaadb|5209
gnl|RZaadb|5229|WP_016737468.1	WP_016737468.1	gnl|RZaadb|5229
gnl|RZaadb|522|WP_004678022.1	WP_004678022.1	gnl|RZaadb|522
gnl|RZaadb|5243|WP_016737510.1	WP_016737510.1	gnl|RZaadb|5243
gnl|RZaadb|5249|WP_016737517.1	WP_016737517.1	gnl|RZaadb|5249
gnl|RZaadb|524|WP_004678031.1	WP_004678031.1	gnl|RZaadb|524
gnl|RZaadb|5254|WP_016737522.1	WP_016737522.1	gnl|RZaadb|5254
gnl|RZaadb|5255|WP_016737523.1	WP_016737523.1	gnl|RZaadb|5255
gnl|RZaadb|5256|WP_016737524.1	WP_016737524.1	gnl|RZaadb|5256
gnl|RZaadb|5257|WP_016737526.1	WP_016737526.1	gnl|RZaadb|5257
gnl|RZaadb|5260|WP_016737529.1	WP_016737529.1	gnl|RZaadb|5260
gnl|RZaadb|5261|WP_016737530.1	WP_016737530.1	gnl|RZaadb|5261
gnl|RZaadb|5264|WP_016737537.1	WP_016737537.1	gnl|RZaadb|5264
gnl|RZaadb|5279|WP_020465354.1	WP_020465354.1	gnl|RZaadb|5279
gnl|RZaadb|5280|WP_020465358.1	WP_020465358.1	gnl|RZaadb|5280
gnl|RZaadb|528|WP_004678102.1	WP_004678102.1	gnl|RZaadb|528
gnl|RZaadb|52|WP_003579912.1	WP_003579912.1	gnl|RZaadb|52
gnl|RZaadb|5300|WP_020922610.1	WP_020922610.1	gnl|RZaadb|5300
gnl|RZaadb|5302|WP_026188837.1	WP_026188837.1	gnl|RZaadb|5302
gnl|RZaadb|5306|WP_029531119.1	WP_029531119.1	gnl|RZaadb|5306
gnl|RZaadb|5309|WP_029531140.1	WP_029531140.1	gnl|RZaadb|5309
gnl|RZaadb|530|WP_004678111.1	WP_004678111.1	gnl|RZaadb|530
gnl|RZaadb|5315|WP_029531157.1	WP_029531157.1	gnl|RZaadb|5315
gnl|RZaadb|5318|WP_029531170.1	WP_029531170.1	gnl|RZaadb|5318
gnl|RZaadb|5320|WP_029531186.1	WP_029531186.1	gnl|RZaadb|5320
gnl|RZaadb|5323|WP_029531195.1	WP_029531195.1	gnl|RZaadb|5323
gnl|RZaadb|5328|WP_029531210.1	WP_029531210.1	gnl|RZaadb|5328
gnl|RZaadb|5329|WP_029531211.1	WP_029531211.1	gnl|RZaadb|5329
gnl|RZaadb|532|WP_004678124.1	WP_004678124.1	gnl|RZaadb|532
gnl|RZaadb|5334|WP_029531233.1	WP_029531233.1	gnl|RZaadb|5334
gnl|RZaadb|5335|WP_029531236.1	WP_029531236.1	gnl|RZaadb|5335
gnl|RZaadb|5337|WP_029531238.1	WP_029531238.1	gnl|RZaadb|5337
gnl|RZaadb|5338|WP_029531255.1	WP_029531255.1	gnl|RZaadb|5338
gnl|RZaadb|5339|WP_029531256.1	WP_029531256.1	gnl|RZaadb|5339
gnl|RZaadb|533|WP_004678125.1	WP_004678125.1	gnl|RZaadb|533
gnl|RZaadb|5341|WP_029531262.1	WP_029531262.1	gnl|RZaadb|5341
gnl|RZaadb|5346|WP_029531281.1	WP_029531281.1	gnl|RZaadb|5346
gnl|RZaadb|5349|WP_029531287.1	WP_029531287.1	gnl|RZaadb|5349
gnl|RZaadb|534|WP_004678127.1	WP_004678127.1	gnl|RZaadb|534
gnl|RZaadb|5353|WP_029531319.1	WP_029531319.1	gnl|RZaadb|5353
gnl|RZaadb|5354|WP_029531326.1	WP_029531326.1	gnl|RZaadb|5354
gnl|RZaadb|535|WP_004678129.1	WP_004678129.1	gnl|RZaadb|535
gnl|RZaadb|5366|WP_029531360.1	WP_029531360.1	gnl|RZaadb|5366
gnl|RZaadb|5373|WP_029531389.1	WP_029531389.1	gnl|RZaadb|5373
gnl|RZaadb|5375|WP_029531394.1	WP_029531394.1	gnl|RZaadb|5375
gnl|RZaadb|5377|WP_029531397.1	WP_029531397.1	gnl|RZaadb|5377
gnl|RZaadb|5380|WP_029531404.1	WP_029531404.1	gnl|RZaadb|5380
gnl|RZaadb|5384|WP_029531410.1	WP_029531410.1	gnl|RZaadb|5384
gnl|RZaadb|5388|WP_029531421.1	WP_029531421.1	gnl|RZaadb|5388
gnl|RZaadb|5394|WP_029531436.1	WP_029531436.1	gnl|RZaadb|5394
gnl|RZaadb|5395|WP_029531438.1	WP_029531438.1	gnl|RZaadb|5395
gnl|RZaadb|5397|WP_029531449.1	WP_029531449.1	gnl|RZaadb|5397
gnl|RZaadb|5398|WP_029531450.1	WP_029531450.1	gnl|RZaadb|5398
gnl|RZaadb|53|WP_003582204.1	WP_003582204.1	gnl|RZaadb|53
gnl|RZaadb|5404|WP_029531463.1	WP_029531463.1	gnl|RZaadb|5404
gnl|RZaadb|5412|WP_029531483.1	WP_029531483.1	gnl|RZaadb|5412
gnl|RZaadb|5417|WP_029531489.1	WP_029531489.1	gnl|RZaadb|5417
gnl|RZaadb|5419|WP_029531492.1	WP_029531492.1	gnl|RZaadb|5419
gnl|RZaadb|541|WP_004678349.1	WP_004678349.1	gnl|RZaadb|541
gnl|RZaadb|5423|WP_029531497.1	WP_029531497.1	gnl|RZaadb|5423
gnl|RZaadb|5426|WP_029531504.1	WP_029531504.1	gnl|RZaadb|5426
gnl|RZaadb|5428|WP_029531506.1	WP_029531506.1	gnl|RZaadb|5428
gnl|RZaadb|5432|WP_029531511.1	WP_029531511.1	gnl|RZaadb|5432
gnl|RZaadb|5434|WP_029531513.1	WP_029531513.1	gnl|RZaadb|5434
gnl|RZaadb|5437|WP_029531517.1	WP_029531517.1	gnl|RZaadb|5437
gnl|RZaadb|5441|WP_029531528.1	WP_029531528.1	gnl|RZaadb|5441
gnl|RZaadb|5442|WP_029531529.1	WP_029531529.1	gnl|RZaadb|5442
gnl|RZaadb|5448|WP_029531536.1	WP_029531536.1	gnl|RZaadb|5448
gnl|RZaadb|544|WP_004678370.1	WP_004678370.1	gnl|RZaadb|544
gnl|RZaadb|5452|WP_029531542.1	WP_029531542.1	gnl|RZaadb|5452
gnl|RZaadb|5453|WP_029531544.1	WP_029531544.1	gnl|RZaadb|5453
gnl|RZaadb|5456|WP_029531547.1	WP_029531547.1	gnl|RZaadb|5456
gnl|RZaadb|5458|WP_029531549.1	WP_029531549.1	gnl|RZaadb|5458
gnl|RZaadb|545|WP_004678404.1	WP_004678404.1	gnl|RZaadb|545
gnl|RZaadb|5460|WP_029531551.1	WP_029531551.1	gnl|RZaadb|5460
gnl|RZaadb|5466|WP_029531563.1	WP_029531563.1	gnl|RZaadb|5466
gnl|RZaadb|5469|WP_029531566.1	WP_029531566.1	gnl|RZaadb|5469
gnl|RZaadb|546|WP_004678436.1	WP_004678436.1	gnl|RZaadb|546
gnl|RZaadb|5470|WP_029531567.1	WP_029531567.1	gnl|RZaadb|5470
gnl|RZaadb|5485|WP_029531592.1	WP_029531592.1	gnl|RZaadb|5485
gnl|RZaadb|548|WP_004678499.1	WP_004678499.1	gnl|RZaadb|548
gnl|RZaadb|5496|WP_029531608.1	WP_029531608.1	gnl|RZaadb|5496
gnl|RZaadb|5500|WP_029531613.1	WP_029531613.1	gnl|RZaadb|5500
gnl|RZaadb|5501|WP_029531614.1	WP_029531614.1	gnl|RZaadb|5501
gnl|RZaadb|5503|WP_029531616.1	WP_029531616.1	gnl|RZaadb|5503
gnl|RZaadb|5504|WP_029531617.1	WP_029531617.1	gnl|RZaadb|5504
gnl|RZaadb|5507|WP_029531621.1	WP_029531621.1	gnl|RZaadb|5507
gnl|RZaadb|5508|WP_029531622.1	WP_029531622.1	gnl|RZaadb|5508
gnl|RZaadb|5512|WP_029531626.1	WP_029531626.1	gnl|RZaadb|5512
gnl|RZaadb|5517|WP_029531633.1	WP_029531633.1	gnl|RZaadb|5517
gnl|RZaadb|551|WP_004678523.1	WP_004678523.1	gnl|RZaadb|551
gnl|RZaadb|5534|WP_029531655.1	WP_029531655.1	gnl|RZaadb|5534
gnl|RZaadb|5537|WP_029531658.1	WP_029531658.1	gnl|RZaadb|5537
gnl|RZaadb|5538|WP_029531659.1	WP_029531659.1	gnl|RZaadb|5538
gnl|RZaadb|5539|WP_029531660.1	WP_029531660.1	gnl|RZaadb|5539
gnl|RZaadb|5554|WP_029531678.1	WP_029531678.1	gnl|RZaadb|5554
gnl|RZaadb|5557|WP_029531681.1	WP_029531681.1	gnl|RZaadb|5557
gnl|RZaadb|5564|WP_029531690.1	WP_029531690.1	gnl|RZaadb|5564
gnl|RZaadb|557|WP_004678616.1	WP_004678616.1	gnl|RZaadb|557
gnl|RZaadb|5581|WP_029531711.1	WP_029531711.1	gnl|RZaadb|5581
gnl|RZaadb|5582|WP_029531712.1	WP_029531712.1	gnl|RZaadb|5582
gnl|RZaadb|5584|WP_029531715.1	WP_029531715.1	gnl|RZaadb|5584
gnl|RZaadb|558|WP_004678618.1	WP_004678618.1	gnl|RZaadb|558
gnl|RZaadb|5590|WP_029531726.1	WP_029531726.1	gnl|RZaadb|5590
gnl|RZaadb|559|WP_004678630.1	WP_004678630.1	gnl|RZaadb|559
gnl|RZaadb|5608|WP_029531759.1	WP_029531759.1	gnl|RZaadb|5608
gnl|RZaadb|560|WP_004678636.1	WP_004678636.1	gnl|RZaadb|560
gnl|RZaadb|561|WP_004678645.1	WP_004678645.1	gnl|RZaadb|561
gnl|RZaadb|5630|WP_029531790.1	WP_029531790.1	gnl|RZaadb|5630
gnl|RZaadb|563|WP_004678734.1	WP_004678734.1	gnl|RZaadb|563
gnl|RZaadb|5641|WP_029531806.1	WP_029531806.1	gnl|RZaadb|5641
gnl|RZaadb|5668|WP_029531854.1	WP_029531854.1	gnl|RZaadb|5668
gnl|RZaadb|5672|WP_029531859.1	WP_029531859.1	gnl|RZaadb|5672
gnl|RZaadb|5674|WP_029531862.1	WP_029531862.1	gnl|RZaadb|5674
gnl|RZaadb|5676|WP_029531866.1	WP_029531866.1	gnl|RZaadb|5676
gnl|RZaadb|5680|WP_029531871.1	WP_029531871.1	gnl|RZaadb|5680
gnl|RZaadb|5681|WP_029531872.1	WP_029531872.1	gnl|RZaadb|5681
gnl|RZaadb|5683|WP_029531875.1	WP_029531875.1	gnl|RZaadb|5683
gnl|RZaadb|5686|WP_029531879.1	WP_029531879.1	gnl|RZaadb|5686
gnl|RZaadb|5687|WP_029531880.1	WP_029531880.1	gnl|RZaadb|5687
gnl|RZaadb|5698|WP_029531896.1	WP_029531896.1	gnl|RZaadb|5698
gnl|RZaadb|5699|WP_029531897.1	WP_029531897.1	gnl|RZaadb|5699
gnl|RZaadb|56|WP_003587245.1	WP_003587245.1	gnl|RZaadb|56
gnl|RZaadb|5701|WP_029531901.1	WP_029531901.1	gnl|RZaadb|5701
gnl|RZaadb|5704|WP_029531907.1	WP_029531907.1	gnl|RZaadb|5704
gnl|RZaadb|5707|WP_029531919.1	WP_029531919.1	gnl|RZaadb|5707
gnl|RZaadb|5709|WP_029531923.1	WP_029531923.1	gnl|RZaadb|5709
gnl|RZaadb|570|WP_004678834.1	WP_004678834.1	gnl|RZaadb|570
gnl|RZaadb|5713|WP_029531931.1	WP_029531931.1	gnl|RZaadb|5713
gnl|RZaadb|5716|WP_029531942.1	WP_029531942.1	gnl|RZaadb|5716
gnl|RZaadb|5733|WP_029531995.1	WP_029531995.1	gnl|RZaadb|5733
gnl|RZaadb|5757|WP_029532064.1	WP_029532064.1	gnl|RZaadb|5757
gnl|RZaadb|5770|WP_029532121.1	WP_029532121.1	gnl|RZaadb|5770
gnl|RZaadb|5771|WP_029532123.1	WP_029532123.1	gnl|RZaadb|5771
gnl|RZaadb|5774|WP_029532129.1	WP_029532129.1	gnl|RZaadb|5774
gnl|RZaadb|5778|WP_029532139.1	WP_029532139.1	gnl|RZaadb|5778
gnl|RZaadb|5784|WP_029532158.1	WP_029532158.1	gnl|RZaadb|5784
gnl|RZaadb|5791|WP_029532203.1	WP_029532203.1	gnl|RZaadb|5791
gnl|RZaadb|5798|WP_029532226.1	WP_029532226.1	gnl|RZaadb|5798
gnl|RZaadb|5806|WP_029532244.1	WP_029532244.1	gnl|RZaadb|5806
gnl|RZaadb|5808|WP_029532253.1	WP_029532253.1	gnl|RZaadb|5808
gnl|RZaadb|580|WP_004679254.1	WP_004679254.1	gnl|RZaadb|580
gnl|RZaadb|5810|WP_029532259.1	WP_029532259.1	gnl|RZaadb|5810
gnl|RZaadb|5813|WP_029532324.1	WP_029532324.1	gnl|RZaadb|5813
gnl|RZaadb|581|WP_004679370.1	WP_004679370.1	gnl|RZaadb|581
gnl|RZaadb|5826|WP_029532487.1	WP_029532487.1	gnl|RZaadb|5826
gnl|RZaadb|5832|WP_037113092.1	WP_037113092.1	gnl|RZaadb|5832
gnl|RZaadb|5833|WP_037113567.1	WP_037113567.1	gnl|RZaadb|5833
gnl|RZaadb|5835|WP_037116131.1	WP_037116131.1	gnl|RZaadb|5835
gnl|RZaadb|5837|WP_037118110.1	WP_037118110.1	gnl|RZaadb|5837
gnl|RZaadb|5847|WP_038688280.1	WP_038688280.1	gnl|RZaadb|5847
gnl|RZaadb|5856|WP_039750705.1	WP_039750705.1	gnl|RZaadb|5856
gnl|RZaadb|5857|WP_039750722.1	WP_039750722.1	gnl|RZaadb|5857
gnl|RZaadb|5864|WP_039750947.1	WP_039750947.1	gnl|RZaadb|5864
gnl|RZaadb|5887|WP_039752023.1	WP_039752023.1	gnl|RZaadb|5887
gnl|RZaadb|588|WP_004679586.1	WP_004679586.1	gnl|RZaadb|588
gnl|RZaadb|5895|WP_039752199.1	WP_039752199.1	gnl|RZaadb|5895
gnl|RZaadb|5899|WP_039752217.1	WP_039752217.1	gnl|RZaadb|5899
gnl|RZaadb|5901|WP_039752254.1	WP_039752254.1	gnl|RZaadb|5901
gnl|RZaadb|5914|WP_046977045.1	WP_046977045.1	gnl|RZaadb|5914
gnl|RZaadb|5925|WP_046977057.1	WP_046977057.1	gnl|RZaadb|5925
gnl|RZaadb|5927|WP_046977059.1	WP_046977059.1	gnl|RZaadb|5927
gnl|RZaadb|5929|WP_046977061.1	WP_046977061.1	gnl|RZaadb|5929
gnl|RZaadb|592|WP_004679676.1	WP_004679676.1	gnl|RZaadb|592
gnl|RZaadb|5933|WP_046977072.1	WP_046977072.1	gnl|RZaadb|5933
gnl|RZaadb|5938|WP_046977078.1	WP_046977078.1	gnl|RZaadb|5938
gnl|RZaadb|5941|WP_046977081.1	WP_046977081.1	gnl|RZaadb|5941
gnl|RZaadb|5943|WP_046977083.1	WP_046977083.1	gnl|RZaadb|5943
gnl|RZaadb|5950|WP_046977094.1	WP_046977094.1	gnl|RZaadb|5950
gnl|RZaadb|5951|WP_046977095.1	WP_046977095.1	gnl|RZaadb|5951
gnl|RZaadb|5952|WP_046977097.1	WP_046977097.1	gnl|RZaadb|5952
gnl|RZaadb|5954|WP_046977101.1	WP_046977101.1	gnl|RZaadb|5954
gnl|RZaadb|5957|WP_046977107.1	WP_046977107.1	gnl|RZaadb|5957
gnl|RZaadb|595|WP_004679731.1	WP_004679731.1	gnl|RZaadb|595
gnl|RZaadb|5963|WP_046977113.1	WP_046977113.1	gnl|RZaadb|5963
gnl|RZaadb|596|WP_004679733.1	WP_004679733.1	gnl|RZaadb|596
gnl|RZaadb|5974|WP_046977126.1	WP_046977126.1	gnl|RZaadb|5974
gnl|RZaadb|5977|WP_046977133.1	WP_046977133.1	gnl|RZaadb|5977
gnl|RZaadb|5979|WP_046977138.1	WP_046977138.1	gnl|RZaadb|5979
gnl|RZaadb|5986|WP_046977145.1	WP_046977145.1	gnl|RZaadb|5986
gnl|RZaadb|5988|WP_046977150.1	WP_046977150.1	gnl|RZaadb|5988
gnl|RZaadb|5990|WP_046977152.1	WP_046977152.1	gnl|RZaadb|5990
gnl|RZaadb|6001|WP_046977163.1	WP_046977163.1	gnl|RZaadb|6001
gnl|RZaadb|6013|WP_046977180.1	WP_046977180.1	gnl|RZaadb|6013
gnl|RZaadb|603|WP_004679829.1	WP_004679829.1	gnl|RZaadb|603
gnl|RZaadb|6064|WP_046977251.1	WP_046977251.1	gnl|RZaadb|6064
gnl|RZaadb|6066|WP_046977253.1	WP_046977253.1	gnl|RZaadb|6066
gnl|RZaadb|606|WP_004679840.1	WP_004679840.1	gnl|RZaadb|606
gnl|RZaadb|6078|WP_077991295.1	WP_077991295.1	gnl|RZaadb|6078
gnl|RZaadb|6087|WP_080515661.1	WP_080515661.1	gnl|RZaadb|6087
gnl|RZaadb|6097|WP_080574763.1	WP_080574763.1	gnl|RZaadb|6097
gnl|RZaadb|609|WP_004680013.1	WP_004680013.1	gnl|RZaadb|609
gnl|RZaadb|6108|WP_080956136.1	WP_080956136.1	gnl|RZaadb|6108
gnl|RZaadb|6112|WP_080956140.1	WP_080956140.1	gnl|RZaadb|6112
gnl|RZaadb|6134|WP_080956162.1	WP_080956162.1	gnl|RZaadb|6134
gnl|RZaadb|618|WP_004680123.1	WP_004680123.1	gnl|RZaadb|618
gnl|RZaadb|619|WP_004680140.1	WP_004680140.1	gnl|RZaadb|619
gnl|RZaadb|624|WP_004680168.1	WP_004680168.1	gnl|RZaadb|624
gnl|RZaadb|625|WP_004680211.1	WP_004680211.1	gnl|RZaadb|625
gnl|RZaadb|626|WP_004680212.1	WP_004680212.1	gnl|RZaadb|626
gnl|RZaadb|627|WP_004680213.1	WP_004680213.1	gnl|RZaadb|627
gnl|RZaadb|631|WP_004680234.1	WP_004680234.1	gnl|RZaadb|631
gnl|RZaadb|642|WP_004680351.1	WP_004680351.1	gnl|RZaadb|642
gnl|RZaadb|645|WP_004680421.1	WP_004680421.1	gnl|RZaadb|645
gnl|RZaadb|646|WP_004680422.1	WP_004680422.1	gnl|RZaadb|646
gnl|RZaadb|655|WP_004680498.1	WP_004680498.1	gnl|RZaadb|655
gnl|RZaadb|656|WP_004680499.1	WP_004680499.1	gnl|RZaadb|656
gnl|RZaadb|657|WP_004680503.1	WP_004680503.1	gnl|RZaadb|657
gnl|RZaadb|658|WP_004680508.1	WP_004680508.1	gnl|RZaadb|658
gnl|RZaadb|660|WP_004680549.1	WP_004680549.1	gnl|RZaadb|660
gnl|RZaadb|668|WP_008521906.1	WP_008521906.1	gnl|RZaadb|668
gnl|RZaadb|669|WP_008521951.1	WP_008521951.1	gnl|RZaadb|669
gnl|RZaadb|66|WP_004668318.1	WP_004668318.1	gnl|RZaadb|66
gnl|RZaadb|673|WP_008525884.1	WP_008525884.1	gnl|RZaadb|673
gnl|RZaadb|674|WP_008526906.1	WP_008526906.1	gnl|RZaadb|674
gnl|RZaadb|675|WP_008528334.1	WP_008528334.1	gnl|RZaadb|675
gnl|RZaadb|676|WP_008528706.1	WP_008528706.1	gnl|RZaadb|676
gnl|RZaadb|69|WP_004668370.1	WP_004668370.1	gnl|RZaadb|69
gnl|RZaadb|70|WP_004668408.1	WP_004668408.1	gnl|RZaadb|70
gnl|RZaadb|71|WP_004668451.1	WP_004668451.1	gnl|RZaadb|71
gnl|RZaadb|728|WP_008536548.1	WP_008536548.1	gnl|RZaadb|728
gnl|RZaadb|729|WP_008536549.1	WP_008536549.1	gnl|RZaadb|729
gnl|RZaadb|733|WP_009986456.1	WP_009986456.1	gnl|RZaadb|733
gnl|RZaadb|742|WP_009994369.1	WP_009994369.1	gnl|RZaadb|742
gnl|RZaadb|745|WP_009995243.1	WP_009995243.1	gnl|RZaadb|745
gnl|RZaadb|755|WP_009998001.1	WP_009998001.1	gnl|RZaadb|755
gnl|RZaadb|764|WP_010002303.1	WP_010002303.1	gnl|RZaadb|764
gnl|RZaadb|772|WP_010004259.1	WP_010004259.1	gnl|RZaadb|772
gnl|RZaadb|779|WP_010005650.1	WP_010005650.1	gnl|RZaadb|779
gnl|RZaadb|77|WP_004668514.1	WP_004668514.1	gnl|RZaadb|77
gnl|RZaadb|780|WP_010005695.1	WP_010005695.1	gnl|RZaadb|780
gnl|RZaadb|781|WP_010005696.1	WP_010005696.1	gnl|RZaadb|781
gnl|RZaadb|78|WP_004668527.1	WP_004668527.1	gnl|RZaadb|78
gnl|RZaadb|792|WP_010007992.1	WP_010007992.1	gnl|RZaadb|792
gnl|RZaadb|79|WP_004668557.1	WP_004668557.1	gnl|RZaadb|79
gnl|RZaadb|7|WP_003543684.1	WP_003543684.1	gnl|RZaadb|7
gnl|RZaadb|804|WP_010009678.1	WP_010009678.1	gnl|RZaadb|804
gnl|RZaadb|809|WP_010010774.1	WP_010010774.1	gnl|RZaadb|809
gnl|RZaadb|815|WP_010014366.1	WP_010014366.1	gnl|RZaadb|815
gnl|RZaadb|819|WP_010014908.1	WP_010014908.1	gnl|RZaadb|819
gnl|RZaadb|838|WP_010017992.1	WP_010017992.1	gnl|RZaadb|838
gnl|RZaadb|839|WP_010018231.1	WP_010018231.1	gnl|RZaadb|839
gnl|RZaadb|840|WP_010018343.1	WP_010018343.1	gnl|RZaadb|840
gnl|RZaadb|841|WP_010018737.1	WP_010018737.1	gnl|RZaadb|841
gnl|RZaadb|851|WP_010020265.1	WP_010020265.1	gnl|RZaadb|851
gnl|RZaadb|858|WP_010021076.1	WP_010021076.1	gnl|RZaadb|858
gnl|RZaadb|860|WP_010021162.1	WP_010021162.1	gnl|RZaadb|860
gnl|RZaadb|861|WP_010021212.1	WP_010021212.1	gnl|RZaadb|861
gnl|RZaadb|866|WP_010021829.1	WP_010021829.1	gnl|RZaadb|866
gnl|RZaadb|869|WP_010022050.1	WP_010022050.1	gnl|RZaadb|869
gnl|RZaadb|878|WP_010022642.1	WP_010022642.1	gnl|RZaadb|878
gnl|RZaadb|883|WP_010023131.1	WP_010023131.1	gnl|RZaadb|883
gnl|RZaadb|890|WP_010023807.1	WP_010023807.1	gnl|RZaadb|890
gnl|RZaadb|900|WP_010024267.1	WP_010024267.1	gnl|RZaadb|900
gnl|RZaadb|905|WP_010024507.1	WP_010024507.1	gnl|RZaadb|905
gnl|RZaadb|915|WP_010024870.1	WP_010024870.1	gnl|RZaadb|915
gnl|RZaadb|916|WP_010024905.1	WP_010024905.1	gnl|RZaadb|916
gnl|RZaadb|919|WP_010024973.1	WP_010024973.1	gnl|RZaadb|919
gnl|RZaadb|921|WP_010025058.1	WP_010025058.1	gnl|RZaadb|921
gnl|RZaadb|924|WP_010025202.1	WP_010025202.1	gnl|RZaadb|924
gnl|RZaadb|930|WP_010025457.1	WP_010025457.1	gnl|RZaadb|930
gnl|RZaadb|941|WP_010025709.1	WP_010025709.1	gnl|RZaadb|941
gnl|RZaadb|942|WP_010025738.1	WP_010025738.1	gnl|RZaadb|942
gnl|RZaadb|947|WP_010031314.1	WP_010031314.1	gnl|RZaadb|947
gnl|RZaadb|949|WP_010032196.1	WP_010032196.1	gnl|RZaadb|949
gnl|RZaadb|950|WP_010034724.1	WP_010034724.1	gnl|RZaadb|950
gnl|RZaadb|954|WP_010058543.1	WP_010058543.1	gnl|RZaadb|954
gnl|RZaadb|957|WP_010061153.1	WP_010061153.1	gnl|RZaadb|957
gnl|RZaadb|961|WP_011053340.1	WP_011053340.1	gnl|RZaadb|961
gnl|RZaadb|969|WP_011053429.1	WP_011053429.1	gnl|RZaadb|969
gnl|RZaadb|970|WP_011053431.1	WP_011053431.1	gnl|RZaadb|970
gnl|RZaadb|97|WP_004668726.1	WP_004668726.1	gnl|RZaadb|97
gnl|RZaadb|995|WP_011424096.1	WP_011424096.1	gnl|RZaadb|995
gnl|RZaadb|9|WP_003543812.1	WP_003543812.1	gnl|RZaadb|9
