ProteinID	Locus_tag	NCBI_name	Regulondb_name	Abasy_name	Ecocyc_name	Synonyms	RegulondbID	EC_product
NP_418090.1	b3633	waaA	waaA	waaA	waaA	kdtA	ECK120000513	KDO transferase
NP_418091.1	b3634	coaD	coaD	coaD	coaD	yicA // kdtB	ECK120001171	pantetheine-phosphate adenylyltransferase
NP_418092.1	b3635	mutM	mutM	mutM	mutM	fpg	ECK120000323	DNA-formamidopyrimidine glycosylase
NP_418093.1	b3636	rpmG	rpmG	NA	rpmG		ECK120000882	50S ribosomal subunit protein L33
NP_418094.1	b3637	rpmB	rpmB	NA	rpmB		ECK120000877	50S ribosomal subunit protein L28
NP_418095.4	b3638	yicR	yicR	NA	yicR	radC	ECK120001283	RadC-like JAB domain-containing protein YicR
NP_418096.4	b3639	dfp	dfp	NA	dfp	coaBC	ECK120000004	fused 4\\-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase
NP_418097.2	b3640	dut	dut	NA	dut	dnaS // sof	ECK120000245	dUTP diphosphatase
NP_418098.4	b3641	slmA	slmA	NA	slmA	yicB // ttk	ECK120001172	nucleoid occlusion factor SlmA
NP_418099.1	b3642	pyrE	pyrE	NA	pyrE		ECK120000799	orotate phosphoribosyltransferase
YP_009518822.1	b3643	rph	rph	NA	rph		ECK120000854	truncated RNase PH
NP_418101.1	b3644	yicC	yicC	NA	yicC		ECK120001173	UPF0701 family protein YicC
NP_418102.2	b3645	dinD	dinD	NA	dinD	pcsA // yicD	ECK120001174	DNA damage-inducible protein D
NP_418103.4	b3646	yicG	yicG	NA	yicG		ECK120001626	PF03458 family inner membrane protein YicG
NP_418104.2	b3647	ligB	ligB	NA	ligB	yicF	ECK120001305	DNA ligase B
NP_418105.1	b3648	gmk	gmk	gmk	gmk	spoR	ECK120000954	guanylate kinase
NP_418106.1	b3649	rpoZ	rpoZ	rpoZ	rpoZ	spoS	ECK120000890	RNA polymerase subunit omega
NP_418107.1	b3650	spoT	spoT	spoT	spoT		ECK120000955	bifunctional (p)ppGpp synthase/hydrolase SpoT
NP_418108.1	b3651	trmH	trmH	trmH	trmH	spoU	ECK120000956	tRNA (Gm18) 2\\-O-methyltransferase
NP_418109.1	b3652	recG	recG	recG	recG	radC // spoV	ECK120000820	ATP-dependent DNA helicase RecG
NP_418110.1	b3653	gltS	gltS	NA	gltS	gltC	ECK120000399	glutamate:sodium symporter
NP_418111.1	b3654	xanP	xanP	NA	xanP	yicE	ECK120001175	xanthine:H(+) symporter XanP
NP_418112.1	b3655	yicH	yicH	NA	yicH		ECK120001627	AsmA family protein YicH
NP_418113.1	b3656	yicI	yicI	yicI	yicI		ECK120001628	alpha-D-xyloside xylohydrolase
NP_418114.4	b3657	yicJ	yicJ	yicJ	yicJ		ECK120001629	putative xyloside transporter YicJ
NP_418115.1	b3659	setC	setC	NA	setC	yicK	ECK120001630	putative arabinose exporter
NP_418116.1	b3660	yicL	yicL	NA	yicL		ECK120001631	putative transporter YicL
NP_418117.1	b3661	nlpA	nlpA	nlpA	nlpA		ECK120000650	lipoprotein-28
NP_418118.2	b3662	nepI	nepI	NA	nepI	yicM	ECK120001632	purine ribonucleoside exporter
NP_418119.2	b3663	yicN	yicN	NA	yicN		ECK120001633	DUF1198 domain-containing protein YicN
NP_418120.2	b3664	adeQ	adeQ	NA	adeQ	yicO	ECK120001634	adenine transporter
NP_418121.1	b3665	adeD	adeD	adeD	adeD	adeC(B.s.) // adu // yicP // ade	ECK120001635	adenine deaminase
NP_418122.1	b3666	uhpT	uhpT	uhpT	uhpT		ECK120001043	hexose-6-phosphate:phosphate antiporter
NP_418123.2	b3667	uhpC	uhpC	NA	uhpC		ECK120001042	inner membrane protein sensing glucose-6-phosphate
NP_418124.4	b3668	uhpB	uhpB	NA	uhpB		ECK120001041	sensory histidine kinase UhpB
NP_418125.1	b3669	uhpA	uhpA	uhpA	uhpA		ECK120001040	DNA-binding transcriptional activator UhpA
NP_418126.1	b3670	ilvN	ilvN	ilvN	ilvN		ECK120000495	acetohydroxy acid synthase I subunit IlvN
NP_418127.1	b3671	ilvB	ilvB	ilvB	ilvB		ECK120000487	acetohydroxy acid synthase I subunit IlvB
NP_418128.1	b3672	ivbL	ivbL	ivbL	ivbL		ECK120001249	ilvBN operon leader peptide
NP_418129.2	b3673	emrD	emrD	NA	emrD	yicQ	ECK120001636	multidrug efflux pump EmrD
NP_418130.1	b3674	yidF	yidF	NA	yidF		ECK120001637	uncharacterized protein YidF
NP_418131.1	b3675	yidG	yidG	NA	yidG		ECK120001638	inner membrane protein YidG
NP_418132.1	b3676	yidH	yidH	NA	yidH		ECK120001639	DUF202 domain-containing inner membrane protein YidH
NP_418133.1	b3677	yidI	yidI	NA	yidI		ECK120001640	putative inner membrane protein YidI
NP_418134.1	b3678	yidJ	yidJ	NA	yidJ		ECK120001648	putative sulfatase/phosphatase YidJ
NP_418135.1	b3679	yidK	yidK	NA	yidK		ECK120001649	putative transporter YidK
NP_418136.2	b3680	yidL	yidL	NA	yidL		ECK120001650	putative DNA-binding transcriptional regulator YidL
YP_009518823.1	b3681	glvG	glvG	NA	NA	NA	ECK120001651	putative inactive phospho-glucosidase
YP_009518824.1	b3682	glvB	glvB	NA	glvB	yidN // yidO	ECK120001652	putative PTS enzyme II component GlvB
YP_009518825.1	b3683	glvC	glvC	NA	glvC	ptiC	ECK120001653	putative PTS enzyme II component GlvC
NP_418139.1	b3684	yidP	yidP	NA	yidP		ECK120001654	putative DNA-binding transcriptional regulator YidP
NP_418140.4	b3685	yidE	yidE	NA	yidE	yibE	ECK120001490	putative transport protein YidE
NP_418141.2	b3686	ibpB	ibpB	ibpB	ibpB	hslS // htpE	ECK120001489	small heat shock protein IbpB
NP_418142.1	b3687	ibpA	ibpA	ibpA	ibpA	hslT // htpN	ECK120001488	small heat shock protein IbpA
NP_418143.2	b3688	yidQ	yidQ	yidQ	yidQ	ecfI	ECK120001655	DUF1375 domain-containing putative lipoprotein YidQ
NP_418144.3	b3689	yidR	yidR	NA	yidR		ECK120001656	DUF3748 domain-containing galacturonate catabolism protein YidR
NP_418145.2	b3690	cbrA	cbrA	NA	cbrA	yidS	ECK120001657	colicin M resistance protein
NP_418146.4	b3691	dgoT	dgoT	dgoT	dgoT	yidT	ECK120002440	D-galactonate:H(+) symporter
NP_418148.1	b3693	dgoK	dgoK	dgoK	dgoK	yidV	ECK120002439	2-dehydro-3-deoxygalactonokinase
YP_026240.1	b3696	yidX	yidX	NA	yidX		ECK120001658	putative lipoprotein YidX
NP_418152.1	b3697	yidA	yidA	NA	yidA		ECK120001176	sugar phosphatase YidA
NP_418153.4	b3698	yidB	yidB	NA	yidB		ECK120001177	DUF937 domain-containing protein YidB
YP_026241.1	b3699	gyrB	gyrB	gyrB	gyrB	cou // hopA // pcpA // pcbA // parA // nalC // Cou // acrB // himB // hisU	ECK120000417	DNA gyrase subunit B
NP_418155.1	b3700	recF	recF	recF	recF	uvrF	ECK120000819	DNA repair protein RecF
NP_418156.1	b3701	dnaN	dnaN	dnaN	dnaN		ECK120000236	beta sliding clamp
NP_418157.1	b3702	dnaA	dnaA	dnaA	dnaA		ECK120000229	chromosomal replication initiator protein DnaA
NP_418158.1	b3703	rpmH	rpmH	NA	rpmH	rimA // ssaF	ECK120000883	50S ribosomal subunit protein L34
NP_418159.1	b3704	rnpA	rnpA	NA	rnpA		ECK120000853	RNase P protein component
NP_418161.1	b3705	yidC	yidC	NA	yidC		ECK120001178	membrane protein insertase YidC
NP_418162.1	b3706	mnmE	mnmE	NA	mnmE	trmE // thdF	ECK120000986	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
NP_418163.1	b3707	tnaC	tnaC	tnaC	tnaC	tnaL	ECK120001250	tnaAB operon leader peptide
NP_418164.4	b3708	tnaA	tnaA	tnaA	tnaA	ind // tnaR	ECK120000994	tryptophanase
NP_418165.1	b3709	tnaB	tnaB	tnaB	tnaB	tnaP // trpP	ECK120000995	tryptophan:H(+) symporter TnaB
NP_418166.1	b3710	mdtL	mdtL	NA	mdtL	yidY	ECK120001659	efflux pump MdtL
NP_418167.1	b3711	yidZ	yidZ	NA	yidZ		ECK120001660	putative LysR-type transcriptional regulator YidZ
NP_418168.2	b3712	yieE	yieE	yieE	yieE		ECK120001661	putative phosphopantetheinyl transferase
NP_418169.1	b3713	yieF	yieF	yieF	yieF	chrR	ECK120001662	chromate reductase
NP_418170.1	b3714	adeP	adeP	NA	adeP	yieG // purP	ECK120001663	adenine:H(+) symporter
NP_418171.1	b3715	yieH	yieH	NA	yieH		ECK120001664	6-phosphogluconate phosphatase
NP_418172.1	b3716	cbrB	cbrB	NA	cbrB	yieI	ECK120001665	putative inner membrane protein
NP_418173.1	b3717	cbrC	cbrC	NA	cbrC	yieJ	ECK120001666	UPF0167 family colicin E2 tolerance protein CbrC
YP_026242.1	b3718	yieK	yieK	NA	yieK		ECK120001667	putative glucosamine-6-phosphate deaminase YieK
NP_418175.3	b3719	yieL	yieL	NA	yieL		ECK120001668	putative hydrolase YieL
NP_418176.1	b3720	bglH	bglH	NA	bglH	yieC	ECK120001333	carbohydrate-specific outer membrane porin
NP_418177.1	b3721	bglB	bglB	bglB	bglB	blgA	ECK120000110	6-phospho-beta-glucosidase B
NP_418178.1	b3722	bglF	bglF	bglF	bglF	bglS	ECK120000111	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase
NP_418179.1	b3723	bglG	bglG	bglG	bglG	bglC	ECK120000112	transcriptional antiterminator BglG
NP_418180.1	b3724	phoU	phoU	phoU	phoU	phoT // pst	ECK120000726	negative regulator of the pho regulon
NP_418181.1	b3725	pstB	pstB	pstB	pstB	phoT	ECK120000774	phosphate ABC transporter ATP binding subunit
NP_418182.1	b3726	pstA	pstA	pstA	pstA	R2pho // phoR2 // phoR2b // phoT	ECK120000773	phosphate ABC transporter membrane subunit PstA
NP_418183.1	b3727	pstC	pstC	pstC	pstC	phoW	ECK120000775	phosphate ABC transporter membrane subunit PstC
NP_418184.1	b3728	pstS	pstS	pstS	pstS	R2pho // T // nmpA // phoR2a // phoS	ECK120000725	phosphate ABC transporter periplasmic binding protein
NP_418185.1	b3729	glmS	glmS	glmS	glmS		ECK120000375	L-glutamine--D-fructose-6-phosphate aminotransferase
NP_418186.1	b3730	glmU	glmU	glmU	glmU	yieA	ECK120001179	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
NP_418187.1	b3731	atpC	atpC	atpC	atpC	papG // uncC	ECK120000096	ATP synthase F1 complex subunit epsilon
NP_418188.1	b3732	atpD	atpD	atpD	atpD	papB // uncD	ECK120000097	ATP synthase F1 complex subunit beta
NP_418189.1	b3733	atpG	atpG	atpG	atpG	papC // uncG	ECK120000100	ATP synthase F1 complex subunit gamma
NP_418190.1	b3734	atpA	atpA	atpA	atpA	papA // uncA	ECK120000094	ATP synthase F1 complex subunit alpha
NP_418191.1	b3735	atpH	atpH	atpH	atpH	papE // uncH	ECK120000101	ATP synthase F1 complex subunit delta
NP_418192.1	b3736	atpF	atpF	atpF	atpF	papF // uncF	ECK120000099	ATP synthase Fo complex subunit b
NP_418193.1	b3737	atpE	atpE	atpE	atpE	papH // uncE	ECK120000098	ATP synthase Fo complex subunit c
NP_418194.1	b3738	atpB	atpB	atpB	atpB	papD // uncB	ECK120000095	ATP synthase Fo complex subunit a
NP_418195.2	b3739	atpI	atpI	atpI	atpI	uncI	ECK120000102	ATP synthase accessory factor AtpI
NP_418196.1	b3740	rsmG	rsmG	rsmG	rsmG	gidB	ECK120000369	16S rRNA m(7)G527 methyltransferase
NP_418197.1	b3741	mnmG	mnmG	mnmG	mnmG	gidA // trmF	ECK120000368	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
NP_418198.1	b3742	mioC	mioC	mioC	mioC	yieB	ECK120001180	flavoprotein MioC
NP_418199.1	b3743	asnC	asnC	asnC	asnC		ECK120000089	DNA-binding transcriptional dual regulator AsnC
NP_418200.1	b3744	asnA	asnA	asnA	asnA		ECK120000087	asparagine synthetase A
YP_026243.1	b3745	viaA	viaA	viaA	viaA	yieD // yieD_1 // yieD_2 // yieM	ECK120001669	protein ViaA
NP_418202.4	b3746	ravA	ravA	ravA	ravA	yieN	ECK120001670	regulatory ATPase RavA
YP_026244.1	b3747	kup	kup	NA	kup	trkD	ECK120001495	K(+):H(+) symporter Kup
NP_418204.2	b3748	rbsD	rbsD	rbsD	rbsD	rbsP	ECK120000808	D-ribose pyranase
NP_418205.1	b3749	rbsA	rbsA	rbsA	rbsA	rbsT // rbsP	ECK120000805	ribose ABC transporter ATP binding subunit
NP_418206.1	b3750	rbsC	rbsC	rbsC	rbsC	rbsP // rbsT	ECK120000807	ribose ABC transporter membrane subunit
NP_418207.1	b3751	rbsB	rbsB	rbsB	rbsB	prlB // rbsP	ECK120000806	ribose ABC transporter periplasmic binding protein
NP_418208.1	b3752	rbsK	rbsK	rbsK	rbsK		ECK120000809	ribokinase
NP_418209.1	b3753	rbsR	rbsR	rbsR	rbsR		ECK120000810	DNA-binding transcriptional dual regulator RbsR
NP_418210.1	b3754	hsrA	hsrA	NA	hsrA	yieO	ECK120001671	putative transporter HsrA
YP_026245.1	b3755	yieP	yieP	NA	yieP		ECK120001672	DNA-binding transcriptional regulator YieP
NP_418213.1	b3764	maoP	maoP	NA	maoP	yifE	ECK120001413	macrodomain Ori protein
NP_418214.2	b3765	yifB	yifB	NA	yifB		ECK120001235	putative magnesium chelatase YifB
NP_418215.1	b3766	ilvL	ilvL	ilvL	ilvL		ECK120001244	ilvXGMEDA operon leader peptide
NP_418217.1	b3769	ilvM	ilvM	ilvM	ilvM		ECK120000494	acetolactate synthase II subunit IlvM
YP_026247.1	b3770	ilvE	ilvE	ilvE	ilvE		ECK120000490	branched-chain-amino-acid aminotransferase
YP_026248.1	b3771	ilvD	ilvD	ilvD	ilvD		ECK120000489	dihydroxy-acid dehydratase
NP_418220.1	b3772	ilvA	ilvA	ilvA	ilvA	ile	ECK120000486	threonine deaminase
NP_418221.1	b3773	ilvY	ilvY	ilvY	ilvY		ECK120000496	DNA-binding transcriptional dual regulator IlvY
NP_418222.1	b3774	ilvC	ilvC	ilvC	ilvC		ECK120000488	ketol-acid reductoisomerase (NADP(+))
NP_418223.1	b3775	ppiC	ppiC	NA	ppiC	parvA	ECK120002222	peptidyl-prolyl cis-trans isomerase C
YP_026251.1	b3778	rep	rep	rep	rep	dasC // mbrA // mmrA	ECK120000828	ATP-dependent DNA helicase Rep
YP_026252.1	b3779	gpp	gpp	NA	gpp	gppA	ECK120000406	guanosine-5\\-triphosphate
NP_418227.1	b3780	rhlB	rhlB	NA	rhlB	mmrA	ECK120000835	ATP-dependent RNA helicase RhlB
NP_418228.2	b3781	trxA	trxA	trxA	trxA	dasC // fipA // tsnC	ECK120001020	thioredoxin 1
YP_009518827.1	b3782	rhoL	rhoL	NA	rhoL		ECK120002284	rho operon leader peptide
NP_418230.1	b3783	rho	rho	NA	rho	nusD // sun // tsu // rnsC // nitA // psu // psuA // sbaA	ECK120000836	transcription termination factor Rho
NP_418231.1	b3784	rfe	rfe	NA	rfe	wecA	ECK120000831	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
NP_418232.2	b3785	wzzE	wzzE	NA	wzzE	wzz // yifC	ECK120001268	enterobacterial common antigen polysaccharide co-polymerase
YP_026253.1	b3786	wecB	wecB	NA	wecB	yifF // nfrC // rffE // mnaA	ECK120001414	UDP-N-acetylglucosamine 2-epimerase
YP_026254.1	b3787	wecC	wecC	NA	wecC	rff // rffD // mnaB	ECK120001415	UDP-N-acetyl-D-mannosamine dehydrogenase
YP_026255.1	b3788	rffG	rffG	NA	rffG	rff	ECK120001416	dTDP-glucose 4
NP_418236.1	b3789	rffH	rffH	NA	rffH	yifG	ECK120001417	dTDP-glucose pyrophosphorylase 2
YP_026256.2	b3790	rffC	rffC	NA	rffC	rff // wecD // yifH	ECK120001418	dTDP-4-amino-4
NP_418238.1	b3791	wecE	wecE	NA	wecE	rff // fcnA // rffA // yifI	ECK120001419	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
NP_418239.1	b3792	wzxE	wzxE	NA	wzxE	wzx // yifJ	ECK120001442	lipid III flippase
NP_418241.1	b3793	wzyE	wzyE	NA	wzyE	rffT	ECK120001420	putative enterobacterial common antigen polymerase
NP_418242.1	b3794	rffM	rffM	NA	rffM	rff // wecG	ECK120001421	UDP-N-acetyl-D-mannosaminuronic acid transferase
YP_026258.1	b3795	yifK	yifK	NA	yifK		ECK120001422	putative transporter YifK
YP_026259.1	b3800	aslB	aslB	aslB	aslB	gppB // atsB	ECK120000086	putative anaerobic sulfatase maturation enzyme AslB
NP_418245.1	b3801	aslA	aslA	NA	aslA	gppB // atsA	ECK120000085	putative sulfatase AslA
NP_418246.1	b3802	hemY	hemY	NA	hemY		ECK120000427	protein HemY
NP_418247.1	b3803	hemX	hemX	NA	hemX		ECK120000426	PF04375 family protein HemX
NP_418248.1	b3804	hemD	hemD	NA	hemD		ECK120000423	uroporphyrinogen-III synthase
YP_026260.1	b3805	hemC	hemC	NA	hemC	popE	ECK120000422	hydroxymethylbilane synthase
NP_418250.1	b3806	cyaA	cyaA	cyaA	cyaA	cya	ECK120000166	adenylate cyclase
NP_418251.1	b3807	cyaY	cyaY	NA	cyaY		ECK120001597	frataxin CyaY
YP_009518828.1	b3808	yzcX	yzcX	NA	yzcX		ECK120004312	protein YzcX
NP_418254.2	b3809	dapF	dapF	dapF	dapF		ECK120000203	diaminopimelate epimerase
NP_418255.1	b3810	yigA	yigA	yigA	yigA		ECK120001181	DUF484 domain-containing protein YigA
NP_418256.1	b3811	xerC	xerC	xerC	xerC		ECK120001058	site-specific tyrosine recombinase
NP_418257.1	b3812	yigB	yigB	yigB	yigB		ECK120001182	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
NP_418258.1	b3813	uvrD	uvrD	uvrD	uvrD	uvr502 // srjC // uvrE // dar-2 // dda // mutU // pdeB // rad // recL	ECK120001053	DNA helicase II
NP_418260.1	b3816	corA	corA	NA	corA		ECK120001425	Ni(2(+))/Co(2(+))/Mg(2(+)) transporter
NP_418261.1	b3817	yigF	yigF	NA	yigF		ECK120001426	DUF2628 domain-containing protein YigF
NP_418262.2	b3818	yigG	yigG	NA	yigG		ECK120001427	inner membrane protein
YP_026262.1	b3819	rarD	rarD	NA	rarD	yigH	ECK120001428	putative transporter RarD
NP_418264.4	b3820	yigI	yigI	NA	yigI		ECK120001429	putative thioesterase YigI
NP_418265.1	b3821	pldA	pldA	NA	pldA		ECK120000729	outer membrane phospholipase A
YP_026263.3	b3822	recQ	recQ	NA	recQ		ECK120000824	ATP-dependent DNA helicase RecQ
YP_026264.1	b3823	rhtC	rhtC	NA	rhtC	yigJ	ECK120001430	L-threonine exporter
YP_026265.1	b3824	rhtB	rhtB	NA	rhtB	yigK	ECK120001431	L-homoserine/L-homoserine lactone/L-threonine exporter
YP_026266.1	b3825	pldB	pldB	NA	pldB		ECK120000730	lysophospholipase L2
YP_026267.1	b3826	yigL	yigL	NA	yigL		ECK120001432	phosphosugar phosphatase YigL
NP_418271.1	b3827	bioP	bioP	NA	bioP	yigM	ECK120001433	biotin transporter
NP_418272.1	b3828	metR	metR	metR	metR		ECK120000584	DNA-binding transcriptional dual regulator MetR
NP_418273.1	b3829	metE	metE	metE	metE	metB12	ECK120000577	cobalamin-independent homocysteine transmethylase
YP_026268.1	b3830	ysgA	ysgA	NA	ysgA		ECK120004313	putative dienelactone hydrolase
NP_418275.1	b3831	udp	udp	udp	udp		ECK120001034	uridine phosphorylase
NP_418276.1	b3832	rmuC	rmuC	NA	rmuC	yigN	ECK120001434	putative recombination limiting protein RmuC
YP_026269.1	b3833	ubiE	ubiE	NA	ubiE	yigO	ECK120001435	bifunctional 2-octaprenyl-6-methoxy-1
NP_418278.1	b3834	ubiJ	ubiJ	NA	ubiJ	yigP	ECK120001436	ubiquinone biosynthesis accessory factor UbiJ
NP_418279.1	b3835	ubiB	ubiB	NA	ubiB	yigS // yigQ // yigR // aarF	ECK120001437	ubiquinone biosynthesis protein UbiB
NP_418280.4	b3836	tatA	tatA	tatA	tatA	yigT // mttA1	ECK120004314	twin arginine protein translocation system - TatA protein
YP_026270.1	b3838	tatB	tatB	tatB	tatB	ysgB // mttA2	ECK120004315	twin arginine protein translocation system - TatB protein
NP_418282.1	b3839	tatC	tatC	tatC	tatC	mttB // yigU // yigV	ECK120001438	twin arginine protein translocation system - TatC protein
NP_418284.1	b3842	rfaH	rfaH	NA	rfaH	hlyT // sfrB	ECK120000830	transcription antiterminator RfaH
NP_418285.1	b3843	ubiD	ubiD	NA	ubiD	yigY // yigC	ECK120001363	3-octaprenyl-4-hydroxybenzoate decarboxylase
NP_418286.1	b3844	fre	fre	NA	fre	fadI // flrD // fsrC	ECK120000328	NAD(P)H-flavin reductase
YP_026272.1	b3845	fadA	fadA	fadA	fadA	oldA	ECK120000272	3-ketoacyl-CoA thiolase
NP_418288.1	b3846	fadB	fadB	fadB	fadB	oldB	ECK120000273	multifunctional enoyl-CoA hydratase
NP_418289.1	b3847	pepQ	pepQ	NA	pepQ		ECK120000690	Xaa-Pro dipeptidase
NP_418290.4	b3848	yigZ	yigZ	NA	yigZ		ECK120001440	IMPACT family member YigZ
YP_026273.1	b3849	trkH	trkH	NA	trkH		ECK120001010	K(+) transporter TrkH
NP_418292.1	b3850	hemG	hemG	NA	hemG	yihB	ECK120001441	protoporphyrinogen oxidase
NP_418293.2	b3856	mobB	mobB	NA	mobB	yihC	ECK120001760	molybdopterin-guanine dinucleotide biosynthesis adaptor protein
NP_418294.1	b3857	mobA	mobA	NA	mobA	chlB // mob // narB	ECK120001761	molybdenum cofactor guanylyltransferase
NP_418295.1	b3858	yihD	yihD	NA	yihD		ECK120001762	DUF1040 domain-containing protein YihD
NP_418296.1	b3859	srkA	srkA	rdoA	srkA	orfA // yihE	ECK120001763	stress response kinase A
NP_418297.1	b3860	dsbA	dsbA	dsbA	dsbA	dsf // iarA // ppfA	ECK120001270	thiol:disulfide oxidoreductase DsbA
NP_418298.4	b3861	yihF	yihF	NA	yihF		ECK120001764	DUF945 domain-containing protein YihF
NP_418299.1	b3862	yihG	yihG	yihG	yihG		ECK120001765	1-acylglycerol-3-phosphate O-acyltransferase YihG
NP_418300.1	b3863	polA	polA	polA	polA	resA	ECK120000737	DNA polymerase I
NP_418301.3	b3865	yihA	yihA	NA	yihA	engB	ECK120001183	GTP-binding protein YihA
NP_418302.1	b3866	yihI	yihI	yihI	yihI		ECK120001766	Der GTPase-activating protein YihI
NP_418303.2	b3867	hemN	hemN	hemN	hemN	yihJ	ECK120001767	coproporphyrinogen III dehydrogenase
NP_418304.1	b3868	glnG	glnG	glnG	glnG	glnT // ntrC	ECK120000378	DNA-binding transcriptional dual regulator NtrC
NP_418305.1	b3869	glnL	glnL	glnL	glnL	glnR // ntrB	ECK120000380	sensory histidine kinase NtrB
NP_418306.1	b3870	glnA	glnA	glnA	glnA		ECK120000376	glutamine synthetase
YP_026274.1	b3871	bipA	bipA	NA	bipA	typA // yihK	ECK120001768	50S ribosomal subunit assembly factor BipA
NP_418308.1	b3872	yihL	yihL	NA	yihL		ECK120001769	putative transcriptional regulator YihL
NP_418309.1	b3873	yihM	yihM	NA	yihM		ECK120001770	putative TIM barrel domain-containing protein YihM
NP_418310.1	b3874	yihN	yihN	NA	yihN		ECK120001771	putative transporter YihN
NP_418311.1	b3875	ompL	ompL	NA	ompL	yshA	ECK120004316	putative outer membrane porin L
YP_026275.1	b3876	yihO	yihO	NA	yihO	squO	ECK120001772	putative sulfoquinovose transporter
NP_418313.4	b3877	yihP	yihP	NA	yihP		ECK120001773	putative 2
NP_418314.1	b3878	yihQ	yihQ	NA	yihQ	squQ	ECK120001774	sulfoquinovosidase
NP_418315.3	b3879	yihR	yihR	NA	yihR	squR	ECK120001775	putative sulfoquinovose mutarotase YihR
NP_418316.4	b3880	yihS	yihS	yihS	yihS	squS	ECK120001776	sulfoquinovose isomerase
NP_418317.1	b3881	yihT	yihT	yihT	yihT	squT	ECK120001777	6-deoxy-6-sulfofructose-1-phosphate aldolase
NP_418318.1	b3882	yihU	yihU	yihU	yihU	squU	ECK120001778	3-sulfolactaldehyde reductase
NP_418319.2	b3883	yihV	yihV	yihV	yihV	squV	ECK120001779	6-deoxy-6-sulfofructose kinase
NP_418320.2	b3884	csqR	csqR	NA	csqR	yihW	ECK120001780	DNA-binding transcriptional dual regulator CsqR
NP_418321.4	b3885	yihX	yihX	NA	yihX		ECK120001781	alpha-D-glucose-1-phosphate phosphatase YihX
NP_418322.1	b3886	yihY	yihY	NA	yihY	rbn	ECK120001782	PF03631 family membrane protein YihY
NP_418323.1	b3887	dtd	dtd	NA	dtd	yihZ	ECK120001783	D-aminoacyl-tRNA deacylase
NP_418324.1	b3888	fabY	fabY	NA	fabY	yiiD	ECK120001784	putative fatty acid biosynthesis enzyme FabY
NP_418325.4	b3889	yiiE	yiiE	NA	yiiE		ECK120001785	putative DNA-binding transcriptional regulator YiiE
NP_418326.2	b3890	yiiF	yiiF	NA	yiiF		ECK120001786	protein YiiF
NP_418327.1	b3891	fdhE	fdhE	NA	fdhE		ECK120000278	formate dehydrogenase formation protein
NP_418328.1	b3892	fdoI	fdoI	NA	fdoI		ECK120001787	formate dehydrogenase O subunit gamma
NP_418329.1	b3893	fdoH	fdoH	NA	fdoH		ECK120001788	formate dehydrogenase O subunit beta
NP_418330.1	b3894	fdoG	fdoG	NA	fdoG		ECK120001789	formate dehydrogenase O subunit alpha
NP_418331.1	b3895	fdhD	fdhD	NA	fdhD		ECK120001790	sulfurtransferase for molybdenum cofactor sulfuration
NP_418332.1	b3896	yiiG	yiiG	NA	yiiG		ECK120001791	DUF3829 domain-containing lipoprotein YiiG
NP_418333.1	b3897	frvR	frvR	NA	frvR	yiiH	ECK120001792	putative transcriptional regulator FrvR
NP_418334.1	b3898	frvX	frvX	NA	frvX	yiiI	ECK120001793	peptidase M42 family protein FrvX
NP_418335.4	b3899	frvB	frvB	NA	frvB	yiiJ	ECK120001794	putative PTS enzyme IIBC component FrvB
NP_418336.1	b3900	frvA	frvA	NA	frvA	yiiK	ECK120001795	putative PTS enzyme IIA component FrvA
NP_418337.1	b3901	rhaM	rhaM	NA	rhaM	yiiL	ECK120001796	L-rhamnose mutarotase
NP_418338.1	b3902	rhaD	rhaD	rhaD	rhaD		ECK120001797	rhamnulose-1-phosphate aldolase
YP_026276.1	b3903	rhaA	rhaA	rhaA	rhaA		ECK120001798	L-rhamnose isomerase
NP_418340.1	b3904	rhaB	rhaB	rhaB	rhaB		ECK120001799	rhamnulokinase
NP_418341.1	b3905	rhaS	rhaS	rhaS	rhaS	rhaC2	ECK120000834	DNA-binding transcriptional activator RhaS
NP_418342.2	b3906	rhaR	rhaR	rhaR	rhaR	rhaC1	ECK120000833	DNA-binding transcriptional activator RhaR
NP_418343.1	b3907	rhaT	rhaT	rhaT	rhaT		ECK120001284	rhamnose/lyxose:H(+) symporter
NP_418344.3	b3908	sodA	sodA	sodA	sodA		ECK120000942	superoxide dismutase (Mn)
NP_418345.2	b3909	kdgT	kdgT	NA	kdgT		ECK120001800	2-dehydro-3-deoxy-D-gluconate:H(+) symporter
NP_418346.2	b3910	yiiM	yiiM	NA	yiiM		ECK120001801	2-amino-6-N-hydroxylaminopurine resistance protein
NP_418347.1	b3911	cpxA	cpxA	cpxA	cpxA	rssE // ecfB // eup // ssd // ecf	ECK120000159	sensor histidine kinase CpxA
NP_418348.1	b3912	cpxR	cpxR	cpxR	cpxR	yiiA	ECK120000017	DNA-binding transcriptional dual regulator CpxR
