riType	tfName	tgName	riEvidence	tgLocusTag	tgCopLocusTag
tf-promoter	CRP	cspE	C	b0623	b0623
tf-promoter	CRP	csqR	S	b3884	b3883
tf-promoter	CRP	csrC	S	b4457	b4457
tf-promoter	CRP	cstA	S	b0598	b0598
tf-promoter	CRP	cyaA	S	b3806	b3806
tf-promoter	CRP	cyaR	C	b4438	b4438
tf-promoter	CRP	cyoA	W	b0432	b0432
tf-promoter	CRP	cytR	C	b3934	b3934
tf-promoter	CRP	dadA	S	b1189	b1189
tf-promoter	CRP	dctA	C	b3528	b3528
tf-promoter	CRP	dcuB	W	b4123	b4123
tf-promoter	CRP	dcuR	S	b4124	b4125
tf-promoter	CRP	deoC	C	b4381	b4381
tf-promoter	CRP	dgoR	C	b4479	b4479
tf-promoter	CRP	dpiB	W	b0619	b0619
tf-promoter	CRP	dsdA	W	b2366	b2365
tf-promoter	CRP	dsdX	W	b2365	b2365
tf-promoter	CRP	dusB	S	b3260	b3260
tf-promoter	CRP	ebgA	W	b3076	b3076
tf-promoter	CRP	entC	W	b0593	b0593
tf-promoter	CRP	epd	C	b2927	b2927
tf-promoter	CRP	exuR	W	b3094	b3094
tf-promoter	CRP	exuT	S	b3093	b3093
tf-promoter	CRP	exuT	W	b3093	b3093
tf-promoter	CRP	fadD	S	b1805	b1805
tf-promoter	CRP	fadH	S	b3081	b3081
tf-promoter	CRP	fadL	S	b2344	b2344
tf-promoter	CRP	feaB	W	b1385	b1385
tf-promoter	CRP	feaR	W	b1384	b1384
tf-promoter	CRP	fecA	W	b4291	b4291
tf-promoter	CRP	fepA	W	b0584	b0584
tf-promoter	CRP	fiu	W	b0805	b0805
tf-promoter	CRP	fixA	W	b0041	b0041
tf-promoter	CRP	flhD	C	b1892	b1892
tf-promoter	CRP	focA	C	b0904	b0904
tf-promoter	CRP	frlA	S	b3370	b3370
tf-promoter	CRP	fucA	S	b2800	b2800
tf-promoter	CRP	fucP	C	b2801	b2801
tf-promoter	CRP	fucP	S	b2801	b2801
tf-promoter	CRP	fumA	C	b1612	b1612
tf-promoter	CRP	fumA	W	b1612	b1612
tf-promoter	CRP	fumC	C	b1611	b1612
tf-promoter	CRP	fur	S	b0683	b0684
tf-promoter	CRP	gadA	W	b3517	b3517
tf-promoter	CRP	gadB	W	b1493	b1493
tf-promoter	CRP	gadE	S	b3512	b3512
tf-promoter	CRP	galE	S	b0759	b0759
tf-promoter	CRP	galP	S	b2943	b2943
tf-promoter	CRP	galS	S	b2151	b2151
tf-promoter	CRP	gapA	W	b1779	b1779
tf-promoter	CRP	gatY	C	b2096	b2096
tf-promoter	CRP	gcd	C	b0124	b0124
tf-promoter	CRP	gcvT	C	b2905	b2905
tf-promoter	CRP	gdhA	W	b1761	b1761
tf-promoter	CRP	glaH	S	b2659	b2659
tf-promoter	CRP	glcC	W	b2980	b2980
tf-promoter	CRP	glgC	S	b3430	b3432
tf-promoter	CRP	glgS	S	b3049	b3049
tf-promoter	CRP	glnA	S	b3870	b3870
tf-promoter	CRP	glnA	W	b3870	b3870
tf-promoter	CRP	glpA	C	b2241	b2241
tf-promoter	CRP	glpD	S	b3426	b3426
tf-promoter	CRP	glpE	S	b3425	b3425
tf-promoter	CRP	glpF	W	b3927	b3927
tf-promoter	CRP	glpT	C	b2240	b2240
tf-promoter	CRP	gltA	S	b0720	b0720
tf-promoter	CRP	gltB	C	b3212	b3212
tf-promoter	CRP	gntK	S	b3437	b3438
tf-promoter	CRP	gntP	S	b4321	b4321
tf-promoter	CRP	gntT	C	b3415	b3415
tf-promoter	CRP	grcA	W	b2579	b2579
tf-promoter	CRP	grpE	W	b2614	b2614
tf-promoter	CRP	guaB	C	b2508	b2508
tf-promoter	CRP	gyrA	W	b2231	b2231
tf-promoter	CRP	hfq	S	b4172	b4167
tf-promoter	CRP	hicA	W	b4532	b4532
tf-promoter	CRP	hlyE	C	b1182	b1182
tf-promoter	CRP	hofM	S	b3395	b3395
tf-promoter	CRP	hpt	C	b0125	b0125
tf-promoter	CRP	hupA	S	b4000	b4000
tf-promoter	CRP	hupB	S	b0440	b0440
tf-promoter	CRP	hyfA	S	b2481	b2481
tf-promoter	CRP	idnD	S	b4267	b4267
tf-promoter	CRP	idnK	S	b4268	b4268
tf-promoter	CRP	ivbL	S	b3672	b3672
tf-promoter	CRP	kbaZ	C	b3132	b3132
tf-promoter	CRP	lacZ	C	b0344	b0344
tf-promoter	CRP	lacZ	S	b0344	b0344
tf-promoter	CRP	ldtB	S	b0819	b0819
tf-promoter	CRP	lgoR	W	b4357	b4357
tf-promoter	CRP	lpd	W	b0116	b0113
tf-promoter	CRP	lsrA	C	b1513	b1513
tf-promoter	CRP	lsrR	C	b1512	b1512
tf-promoter	CRP	malE	C	b4034	b4034
tf-promoter	CRP	malI	C	b1620	b1620
tf-promoter	CRP	malK	C	b4035	b4035
tf-promoter	CRP	malS	W	b3571	b3571
tf-promoter	CRP	malT	S	b3418	b3418
tf-promoter	CRP	malX	C	b1621	b1621
tf-promoter	CRP	manA	W	b1613	b1613
tf-promoter	CRP	manX	S	b1817	b1817
tf-promoter	CRP	manX	W	b1817	b1817
tf-promoter	CRP	marR	W	b1530	b1530
tf-promoter	CRP	mcaS	S	b4426	b4426
tf-promoter	CRP	mdh	W	b3236	b3236
tf-promoter	CRP	melA	S	b4119	b4119
tf-promoter	CRP	melR	S	b4118	b4118
tf-promoter	CRP	metK	W	b2942	b2942
tf-promoter	CRP	metY	C	b3171	b3171
tf-promoter	CRP	mglB	C	b2150	b2150
tf-promoter	CRP	mhpA	S	b0347	b0347
tf-promoter	CRP	mhpR	S	b0346	b0346
tf-promoter	CRP	mlc	W	b1594	b1594
tf-promoter	CRP	modA	W	b0763	b0763
tf-promoter	CRP	mpl	W	b4233	b4233
tf-promoter	CRP	mtlA	S	b3599	b3599
tf-promoter	CRP	murQ	S	b2428	b2428
tf-promoter	CRP	nadC	W	b0109	b0109
tf-promoter	CRP	nagB	C	b0678	b0678
tf-promoter	CRP	nagB	S	b0678	b0678
tf-promoter	CRP	nagE	C	b0679	b0679
tf-promoter	CRP	nagE	S	b0679	b0679
tf-promoter	CRP	nanA	S	b3225	b3225
tf-promoter	CRP	nanC	C	b4311	b4311
tf-promoter	CRP	narQ	W	b2469	b2469
tf-promoter	CRP	nirB	W	b3365	b3365
tf-promoter	CRP	nmpC	S	b0553	b0553
tf-promoter	CRP	nrdA	W	b2234	b2234
tf-promoter	CRP	nupC	S	b2393	b2393
tf-promoter	CRP	nupG	C	b2964	b2961
tf-promoter	CRP	ompA	W	b0957	b0957
tf-promoter	CRP	ompF	S	b0929	b0929
tf-promoter	CRP	ompF	W	b0929	b0929
tf-promoter	CRP	ompR	C	b3405	b3405
tf-promoter	CRP	ompW	C	b1256	b1256
tf-promoter	CRP	osmY	W	b4376	b4376
tf-promoter	CRP	oxyR	W	b3961	b3961
tf-promoter	CRP	paaA	C	b1388	b1388
tf-promoter	CRP	paaZ	C	b1387	b1387
tf-promoter	CRP	patZ	W	b2584	b2583
tf-promoter	CRP	pck	C	b3403	b3403
tf-promoter	CRP	pdhR	W	b0113	b0113
tf-promoter	CRP	plaR	S	b3574	b3574
tf-promoter	CRP	pncB	W	b0931	b0931
tf-promoter	CRP	ppdD	S	b0108	b0108
tf-promoter	CRP	ppiA	C	b3363	b3363
tf-promoter	CRP	preT	S	b2146	b2146
tf-promoter	CRP	proP	C	b4111	b4111
tf-promoter	CRP	prpB	C	b0331	b0331
tf-promoter	CRP	prpR	C	b0330	b0330
tf-promoter	CRP	psiE	C	b4030	b4030
tf-promoter	CRP	ptsG	C	b1101	b1101
tf-promoter	CRP	ptsG	S	b1101	b1101
tf-promoter	CRP	ptsH	C	b2415	b2415
tf-promoter	CRP	ptsH	W	b2415	b2415
tf-promoter	CRP	putP	S	b1015	b1015
tf-promoter	CRP	putP	W	b1015	b1015
tf-promoter	CRP	puuD	S	b1298	b1298
tf-promoter	CRP	raiA	C	b2597	b2597
tf-promoter	CRP	rbsD	W	b3748	b3748
tf-promoter	CRP	relA	C	b2784	b2784
tf-promoter	CRP	rhaB	S	b3904	b3904
tf-promoter	CRP	rhaS	C	b3905	b3905
tf-promoter	CRP	rhaT	W	b3907	b3907
tf-promoter	CRP	rmf	C	b0953	b0953
tf-promoter	CRP	rplM	C	b3231	b3231
tf-promoter	CRP	rpoH	C	b3461	b3461
tf-promoter	CRP	rpoH	W	b3461	b3461
tf-promoter	CRP	rpoS	S	b2741	b2742
tf-promoter	CRP	rpsF	S	b4200	b4200
tf-promoter	CRP	rseD	S	b4725	b4725
tf-promoter	CRP	rspA	S	b1581	b1581
tf-promoter	CRP	sbmC	S	b2009	b2009
tf-promoter	CRP	sdhC	S	b0721	b0721
tf-promoter	CRP	sdhD	W	b0722	b0721
tf-promoter	CRP	secB	C	b3609	b3611
tf-promoter	CRP	serA	S	b2913	b2913
tf-promoter	CRP	serC	C	b0907	b0907
tf-promoter	CRP	sfsA	W	b0146	b0146
tf-promoter	CRP	sodA	W	b3908	b3908
tf-promoter	CRP	sodB	W	b1656	b1656
tf-promoter	CRP	sohB	W	b1272	b1272
tf-promoter	CRP	speC	W	b2965	b2965
tf-promoter	CRP	spf	W	b3864	b3864
tf-promoter	CRP	srlA	W	b2702	b2702
tf-promoter	CRP-Sxy	sxy	W	b0959	b0959
tf-promoter	CRP	tdcA	C	b3118	b3118
tf-promoter	CRP	tnaC	S	b3707	b3707
tf-promoter	CRP	treB	W	b4240	b4240
tf-promoter	CRP	trg	S	b1421	b1421
tf-promoter	CRP	trxA	S	b3781	b3781
tf-promoter	CRP	tsx	C	b0411	b0411
tf-promoter	CRP	ubiG	W	b2232	b2232
tf-promoter	CRP	udp	C	b3831	b3831
tf-promoter	CRP	ugpB	S	b3453	b3453
tf-promoter	CRP	uhpT	C	b3666	b3666
tf-promoter	CRP	uidA	W	b1617	b1617
tf-promoter	CRP	ulaA	C	b4193	b4193
tf-promoter	CRP	uxaB	W	b1521	b1521
tf-promoter	CRP	uxaC	S	b3092	b3092
tf-promoter	CRP	uxuA	S	b4322	b4322
tf-promoter	CRP	uxuR	W	b4324	b4324
tf-promoter	CRP	xseA	C	b2509	b2509
tf-promoter	CRP	xylA	W	b3565	b3565
tf-promoter	CRP	xylE	C	b4031	b4031
tf-promoter	CRP	xylF	W	b3566	b3566
tf-promoter	CRP	yaeP	W	b4406	b4406
tf-promoter	CRP	yaeQ	W	b0190	b0190
tf-promoter	CRP	ybiT	S	b0820	b0820
tf-promoter	CRP	ycdZ	S	b1036	b1036
tf-promoter	CRP	ycdZ	W	b1036	b1036
tf-promoter	CRP	ychH	C	b1205	b1205
tf-promoter	CRP	yeiP	W	b2171	b2171
tf-promoter	CRP	yeiW	W	b4502	b4502
tf-promoter	CRP	yhfA	C	b3356	b3356
tf-promoter	CRP	yhgH	W	b3413	b3413
tf-promoter	CRP	yiaK	S	b3575	b3575
tf-promoter	CRP	yjhI	S	b4299	b4299
tf-promoter	CRP	ykgR	W	b4671	b4671
tf-promoter	CRP	ytfK	C	b4217	b4217
tf-promoter	CRP	zraS	W	b4003	b4003
tf-promoter	CsgD	csgB	S	b1041	b1041
tf-promoter	CsgD	csgD	S	b1040	b1040
tf-promoter	CsgD	csgI	S	b0964	b0964
tf-promoter	CsgD	dgcC	C	b0385	b0385
tf-promoter	CsgD	dgcC	S	b0385	b0385
tf-promoter	CsgD	flgM	S	b1071	b1072
tf-promoter	CsgD	fliA	S	b1922	b1922
tf-promoter	CsgD	fliE	S	b1937	b1937
tf-promoter	CsgD	fliF	S	b1938	b1938
tf-promoter	CsgD	iraP	W	b0382	b0382
tf-promoter	CsgD	nlpA	S	b3661	b3661
tf-promoter	CsgD	pepD	W	b0237	b0237
tf-promoter	CsgD	ubiT	S	b3157	b3157
tf-promoter	CsgD	wrbA	S	b1004	b1004
tf-promoter	CspA	gyrA	W	b2231	b2231
tf-promoter	CspA	hns	S	b1237	b1237
tf-promoter	CsqR	csqR	S	b3884	b3883
tf-promoter	CsqR	yihU	S	b3882	b3882
tf-promoter	CsqR	yihV	S	b3883	b3883
tf-promoter	CueR	copA	C	b0484	b0484
tf-promoter	CueR	cueO	C	b0123	b0123
tf-promoter	CueR	moaA	W	b0781	b0781
tf-promoter	CusR	cusC	C	b0572	b0572
tf-promoter	CusR	cusR	C	b0571	b0571
tf-promoter	CusR	cyoA	W	b0432	b0432
tf-promoter	CusR	hiuH	C	b1970	b1970
tf-promoter	CynR	cynR	S	b0338	b0338
tf-promoter	CynR	cynT	C	b0339	b0339
tf-promoter	CynR	cynT	S	b0339	b0339
tf-promoter	CysB	cbl	S	b1987	b1987
tf-promoter	CysB	cysB	W	b1275	b1275
tf-promoter	CysB	cysD	S	b2752	b2752
tf-promoter	CysB	cysJ	W	b2764	b2764
tf-promoter	CysB	cysK	C	b2414	b2414
tf-promoter	CysB	cysP	S	b2425	b2425
tf-promoter	CysB	dgcZ	W	b1535	b1535
tf-promoter	CysB	hslJ	S	b1379	b1379
tf-promoter	CysB	ssuE	S	b0937	b0937
tf-promoter	CysB	tauA	S	b0365	b0365
tf-promoter	CysB	tcyJ	W	b1920	b1922
tf-promoter	CysB	tcyP	W	b1729	b1729
tf-promoter	CysB	ybdN	W	b0602	b0603
tf-promoter	CysB	yciW	W	b1287	b1287
tf-promoter	CysB	ygeH	W	b2852	b2852
tf-promoter	CysB	yoaC	W	b1810	b1810
tf-promoter	CytR	cdd	C	b2143	b2143
tf-promoter	CytR	cdd	S	b2143	b2143
tf-promoter	CytR	cytR	C	b3934	b3934
tf-promoter	CytR	deoC	C	b4381	b4381
tf-promoter	CytR	nupC	W	b2393	b2393
tf-promoter	CytR	nupG	S	b2964	b2961
tf-promoter	CytR	ppiA	S	b3363	b3363
tf-promoter	CytR	rpoH	S	b3461	b3461
tf-promoter	CytR	tsx	C	b0411	b0411
tf-promoter	CytR	tsx	S	b0411	b0411
tf-promoter	CytR	udp	C	b3831	b3831
tf-promoter	CytR	ycdZ	W	b1036	b1036
tf-promoter	Dan	ttdA	S	b3061	b3061
tf-promoter	Dan	ttdR	S	b3060	b3060
tf-promoter	DcuR	aspA	W	b4139	b4139
tf-promoter	DcuR	dctA	S	b3528	b3528
tf-promoter	DcuR	dcuB	S	b4123	b4123
tf-promoter	DcuR	dpiB	S	b0619	b0619
tf-promoter	DcuR	frdA	S	b4154	b4154
tf-promoter	DcuR	pck	W	b3403	b3403
tf-promoter	DeoR	deoC	S	b4381	b4381
tf-promoter	DeoR	nupG	W	b2964	b2961
tf-promoter	DeoR	tsx	S	b0411	b0411
tf-promoter	DgoR	dgoR	C	b4479	b4479
tf-promoter	DhaR	dhaK	W	b1200	b1200
tf-promoter	DhaR	dhaR	W	b1201	b1201
tf-promoter	DicA	dicB	W	b1575	b1571
tf-promoter	DicA	dicC	C	b1569	b1569
tf-promoter	DinJ-YafQ	cspE	C	b0623	b0623
tf-promoter	DinJ-YafQ	dinJ	C	b0226	b0226
tf-promoter	DnaA	aldA	S	b1415	b1415
tf-promoter	DnaA	dnaA	C	b3702	b3702
tf-promoter	DnaA	dnaA	S	b3702	b3702
tf-promoter	DnaA	guaB	S	b2508	b2508
tf-promoter	DnaA	idlP	C	b4722	b4720
tf-promoter	DnaA	nrdA	C	b2234	b2234
tf-promoter	DnaA	nrdA	W	b2234	b2234
tf-promoter	DnaA	polA	S	b3863	b3863
tf-promoter	DnaA	recN	W	b2616	b2616
tf-promoter	DnaA	rpoH	W	b3461	b3461
tf-promoter	DnaA	uvrB	C	b0779	b0779
tf-promoter	DnaA	uvrB	S	b0779	b0779
tf-promoter	DnaA	yjeV	S	b4670	b4670
tf-promoter	DnaA	ytiC	C	b4720	b4720
tf-promoter	DpiA	appY	W	b0564	b0564
tf-promoter	DpiA	citC	C	b0618	b0618
tf-promoter	DpiA	citC	S	b0618	b0618
tf-promoter	DpiA	dpiB	C	b0619	b0619
tf-promoter	DpiA	dpiB	S	b0619	b0619
tf-promoter	DpiA	exuT	S	b3093	b3093
tf-promoter	DpiA	mdh	S	b3236	b3236
tf-promoter	DsdC	dsdA	W	b2366	b2365
tf-promoter	DsdC	dsdC	W	b2364	b2364
tf-promoter	DsdC	dsdX	W	b2365	b2365
tf-promoter	EbgR	ebgA	W	b3076	b3076
tf-promoter	EnvR	acrA	S	b0463	b0463
tf-promoter	EnvY	ompC	W	b2215	b2215
tf-promoter	EnvY	ompF	W	b0929	b0929
tf-promoter	EvgA	acrD	W	b2470	b2470
tf-promoter	EvgA	emrK	S	b2368	b2368
tf-promoter	EvgA	evgL	S	b4781	b4781
tf-promoter	EvgA	frc	S	b2374	b2375
tf-promoter	EvgA	gadE	S	b3512	b3512
tf-promoter	EvgA	safA	S	b1500	b1500
tf-promoter	EvgA	ydeP	S	b1501	b1501
tf-promoter	EvgA	yegR	S	b2085	b2085
tf-promoter	EvgA	yfdX	S	b2375	b2375
tf-promoter	ExuR	exuR	S	b3094	b3094
tf-promoter	ExuR	exuT	S	b3093	b3093
tf-promoter	ExuR	exuT	W	b3093	b3093
tf-promoter	ExuR	lgoR	S	b4357	b4357
tf-promoter	ExuR	uxaB	W	b1521	b1521
tf-promoter	ExuR	uxaC	S	b3092	b3092
tf-promoter	ExuR	uxaC	W	b3092	b3092
tf-promoter	ExuR	uxuA	W	b4322	b4322
tf-promoter	ExuR	uxuR	W	b4324	b4324
tf-promoter	FabR	fabA	C	b0954	b0954
tf-promoter	FabR	fabB	C	b2323	b2323
tf-promoter	FadR	accA	S	b0185	b0185
tf-promoter	FadR	accB	S	b3255	b3255
tf-promoter	FadR	accD	S	b2316	b2316
tf-promoter	FadR	fabA	S	b0954	b0954
tf-promoter	FadR	fabB	S	b2323	b2323
tf-promoter	FadR	fabH	C	b1091	b1088
tf-promoter	FadR	fabI	S	b1288	b1288
tf-promoter	FadR	fadB	W	b3846	b3846
tf-promoter	FadR	fadD	S	b1805	b1805
tf-promoter	FadR	fadE	C	b0221	b0221
tf-promoter	FadR	fadH	S	b3081	b3081
tf-promoter	FadR	fadI	C	b2342	b2342
tf-promoter	FadR	fadL	C	b2344	b2344
tf-promoter	FadR	fadL	S	b2344	b2344
tf-promoter	FadR	fadM	W	b0443	b0443
tf-promoter	FadR	fadR	W	b1187	b1187
tf-promoter	FadR	iclR	C	b4018	b4018
tf-promoter	FadR	uspA	C	b3495	b3495
tf-promoter	FeaR	feaB	C	b1385	b1385
tf-promoter	FeaR	tynA	C	b1386	b1386
tf-promoter	FhlA	fdhF	C	b4079	b4079
tf-promoter	FhlA	hycA	C	b2725	b2725
tf-promoter	FhlA	hydN	S	b2713	b2713
tf-promoter	FhlA	hyfA	W	b2481	b2481
tf-promoter	FhlA	hypA	C	b2726	b2726
tf-promoter	Fis	acnB	S	b0118	b0118
tf-promoter	Fis	acnB	W	b0118	b0118
tf-promoter	Fis	acs	C	b4069	b4069
tf-promoter	Fis	acs	S	b4069	b4069
tf-promoter	Fis	adhE	S	b1241	b1241
tf-promoter	Fis	alaW	W	b2397	b2397
tf-promoter	Fis	aldB	C	b3588	b3588
tf-promoter	Fis	ansB	W	b2957	b2957
tf-promoter	Fis	argU	W	b0536	b0536
tf-promoter	Fis	argW	W	b2348	b2348
tf-promoter	Fis	argX	W	b3796	b3796
tf-promoter	Fis	aspV	W	b0216	b0216
tf-promoter	Fis	bglG	S	b3723	b3723
tf-promoter	Fis	carA	W	b0032	b0032
tf-promoter	Fis	cbpA	C	b1000	b1000
tf-promoter	Fis	crp	C	b3357	b3357
tf-promoter	Fis	cspA	C	b3556	b3556
tf-promoter	Fis	cspA	W	b3556	b3556
tf-promoter	Fis	cspI	W	b1552	b1552
tf-promoter	Fis	cyoA	W	b0432	b0432
tf-promoter	Fis	deoC	W	b4381	b4381
tf-promoter	Fis	dmsA	W	b0894	b0894
tf-promoter	Fis	dnaA	C	b3702	b3702
tf-promoter	Fis	dps	S	b0812	b0812
tf-promoter	Fis	dusB	C	b3260	b3260
tf-promoter	Fis	fadB	S	b3846	b3846
tf-promoter	Fis	fimA	C	b4314	b4314
tf-promoter	Fis	flxA	W	b1566	b1566
tf-promoter	Fis	fumB	W	b4122	b4123
tf-promoter	Fis	gadA	W	b3517	b3517
tf-promoter	Fis	gadB	W	b1493	b1493
tf-promoter	Fis	glcC	S	b2980	b2980
tf-promoter	Fis	glnA	C	b3870	b3870
tf-promoter	Fis	glnQ	W	b0809	b0811
tf-promoter	Fis	glpA	S	b2241	b2241
tf-promoter	Fis	glpA	W	b2241	b2241
tf-promoter	Fis	glpT	S	b2240	b2240
tf-promoter	Fis	glpT	W	b2240	b2240
tf-promoter	Fis	gltX	C	b2400	b2400
tf-promoter	Fis	glyU	W	b2864	b2864
tf-promoter	Fis	grcA	S	b2579	b2579
tf-promoter	Fis	guaB	C	b2508	b2508
tf-promoter	Fis	guaB	S	b2508	b2508
tf-promoter	Fis	gyrA	S	b2231	b2231
tf-promoter	Fis	gyrB	S	b3699	b3699
tf-promoter	Fis	hlyE	S	b1182	b1182
tf-promoter	Fis	hlyE	W	b1182	b1182
tf-promoter	Fis	hns	S	b1237	b1237
tf-promoter	Fis	hupA	S	b4000	b4000
tf-promoter	Fis	hupB	S	b0440	b0440
tf-promoter	Fis	hyaA	W	b0972	b0972
tf-promoter	Fis	katE	W	b1732	b1732
tf-promoter	Fis	leuQ	S	b4370	b4370
tf-promoter	Fis	leuX	W	b4270	b4270
tf-promoter	Fis	lpd	S	b0116	b0113
tf-promoter	Fis	lysT	W	b0743	b0743
tf-promoter	Fis	malE	S	b4034	b4034
tf-promoter	Fis	marR	C	b1530	b1530
tf-promoter	Fis	mazE	C	b2783	b2784
tf-promoter	Fis	metT	W	b0673	b0673
tf-promoter	Fis	metY	W	b3171	b3171
tf-promoter	Fis	mglA	W	b2149	b2150
tf-promoter	Fis	msrA	W	b4219	b4219
tf-promoter	Fis	mtlA	S	b3599	b3599
tf-promoter	Fis	nanA	S	b3225	b3225
tf-promoter	Fis	narG	W	b1224	b1224
tf-promoter	Fis	narK	W	b1223	b1223
tf-promoter	Fis	ndh	C	b1109	b1109
tf-promoter	Fis	nirB	C	b3365	b3365
tf-promoter	Fis	nirB	S	b3365	b3365
tf-promoter	Fis	nrdA	C	b2234	b2234
tf-promoter	Fis	nrdA	S	b2234	b2234
tf-promoter	Fis	nrdA	W	b2234	b2234
tf-promoter	Fis	nrfA	S	b4070	b4070
tf-promoter	Fis	nuoA	C	b2288	b2288
tf-promoter	Fis	nuoA	S	b2288	b2288
tf-promoter	Fis	ogt	S	b1335	b1338
tf-promoter	Fis	osmE	S	b1739	b1739
tf-promoter	Fis	osmY	W	b4376	b4376
tf-promoter	Fis	patA	W	b3073	b3073
tf-promoter	Fis	pdxA	W	b0052	b0054
tf-promoter	Fis	pflB	W	b0903	b0904
tf-promoter	Fis	pheU	W	b4134	b4134
tf-promoter	Fis	pheV	W	b2967	b2967
tf-promoter	Fis	proK	W	b3545	b3545
tf-promoter	Fis	proL	W	b2189	b2189
tf-promoter	Fis	proP	C	b4111	b4111
tf-promoter	Fis	ptsG	S	b1101	b1101
tf-promoter	Fis	pyrD	W	b0945	b0945
tf-promoter	Fis	queA	S	b0405	b0405
tf-promoter	Fis	rnpB	S	b3123	b3127
tf-promoter	Fis	rplM	W	b3231	b3231
tf-promoter	Fis	rrsA	S	b3851	b3851
tf-promoter	Fis	rrsB	S	b3968	b3968
tf-promoter	Fis	rrsC	S	b3756	b3756
tf-promoter	Fis	rrsD	S	b3278	b3278
tf-promoter	Fis	rrsE	S	b4007	b4007
tf-promoter	Fis	rrsG	S	b2591	b2591
tf-promoter	Fis	rrsH	S	b0201	b0201
tf-promoter	Fis	serT	W	b0971	b0971
tf-promoter	Fis	serX	W	b1032	b1032
tf-promoter	Fis	sra	W	b1480	b1481
tf-promoter	Fis	ssrS	S	b2911	b2911
tf-promoter	Fis	thrU	C	b3976	b3976
tf-promoter	Fis	thrW	W	b0244	b0244
tf-promoter	Fis	topA	C	b1274	b1274
tf-promoter	Fis	topA	S	b1274	b1274
tf-promoter	Fis	trg	W	b1421	b1421
tf-promoter	Fis	trmA	W	b3965	b3965
tf-promoter	Fis	tyrT	C	b1231	b1231
tf-promoter	Fis	valU	C	b2401	b2401
tf-promoter	Fis	xylF	W	b3566	b3566
tf-promoter	Fis	yeaR	S	b1797	b1797
tf-promoter	FlhDC	flgA	S	b1072	b1072
tf-promoter	FlhDC	flgB	C	b1073	b1073
tf-promoter	FlhDC	flhB	C	b1880	b1880
tf-promoter	FlhDC	fliA	C	b1922	b1922
tf-promoter	FlhDC	fliD	S	b1924	b1924
tf-promoter	FlhDC	fliE	S	b1937	b1937
tf-promoter	FlhDC	fliF	S	b1938	b1938
tf-promoter	FlhDC	fliL	C	b1944	b1944
tf-promoter	FlhDC	glpA	W	b2241	b2241
tf-promoter	FlhDC	gltI	S	b0655	b0655
tf-promoter	FlhDC	hydN	W	b2713	b2713
tf-promoter	FlhDC	mdh	W	b3236	b3236
tf-promoter	FlhDC	mglB	W	b2150	b2150
tf-promoter	FlhDC	napF	W	b2208	b2208
tf-promoter	FlhDC	nrfA	W	b4070	b4070
tf-promoter	FlhDC	pdeH	W	b3525	b3525
tf-promoter	FlhDC	ppdA	W	b2826	b2826
tf-promoter	FlhDC	ycgR	W	b1194	b1194
tf-promoter	FlhDC	yecR	C	b1904	b1904
tf-promoter	FlhDC	ygbK	W	b2737	b2736
tf-promoter	FliZ	csgB	W	b1041	b1041
tf-promoter	FliZ	csgD	S	b1040	b1040
tf-promoter	FliZ	flhD	S	b1892	b1892
tf-promoter	FliZ	gadB	S	b1493	b1493
tf-promoter	FliZ	gadE	C	b3512	b3512
tf-promoter	FliZ	hdeA	S	b3510	b3510
tf-promoter	FliZ	mlrA	C	b2127	b2127
tf-promoter	FliZ	osmY	S	b4376	b4376
tf-promoter	FliZ	pdeR	C	b1285	b1285
tf-promoter	FNR	aceE	W	b0114	b0113
tf-promoter	FNR	ackA	W	b2296	b2296
tf-promoter	FNR	acnA	W	b1276	b4741
tf-promoter	FNR	acrE	W	b3265	b3265
tf-promoter	FNR	adhE	S	b1241	b1241
tf-promoter	FNR	aer	S	b3072	b3072
tf-promoter	FNR	aldA	W	b1415	b1415
tf-promoter	FNR	ansB	S	b2957	b2957
tf-promoter	FNR	arcA	S	b4401	b4401
tf-promoter	FNR	aspA	S	b4139	b4139
tf-promoter	FNR	aspC	W	b0928	b0928
tf-promoter	FNR	bcsB	W	b3532	b3533
tf-promoter	FNR	cadC	W	b4133	b4133
tf-promoter	FNR	caiF	S	b0034	b0034
tf-promoter	FNR	caiT	W	b0040	b0040
tf-promoter	FNR	ccp	S	b3518	b3518
tf-promoter	FNR	citC	W	b0618	b0618
tf-promoter	FNR	cydA	C	b0733	b0733
tf-promoter	FNR	cydD	W	b0887	b0887
tf-promoter	FNR	cyoA	W	b0432	b0432
tf-promoter	FNR	dcuB	W	b4123	b4123
tf-promoter	FNR	dcuC	S	b0621	b0621
tf-promoter	FNR	dcuS	W	b4125	b4125
tf-promoter	FNR	dmsA	C	b0894	b0894
tf-promoter	FNR	dpiB	W	b0619	b0619
tf-promoter	FNR	dppA	W	b3544	b3544
tf-promoter	FNR	emrK	W	b2368	b2368
tf-promoter	FNR	fdhF	W	b4079	b4079
tf-promoter	FNR	fdnG	C	b1474	b1474
tf-promoter	FNR	feoA	S	b3408	b3408
tf-promoter	FNR	fes	S	b0585	b0585
tf-promoter	FNR	fixA	W	b0041	b0041
tf-promoter	FNR	fnr	C	b1334	b1334
tf-promoter	FNR	fnrS	C	b4699	b4699
tf-promoter	FNR	focA	C	b0904	b0904
tf-promoter	FNR	focA	S	b0904	b0904
tf-promoter	FNR	frdA	S	b4154	b4154
